recipe_id,title,ingredients,category,ratings,reviews,calories,total_mins,image_url,instructions
70,Delicious Recipe 70,"[""Tomatoes"", ""Lime"", ""Tomato"", ""Salmon fillet"", ""Garlic""]","[""Gluten-Free"", ""Vegetarian""]",4.2,36,352,59,https://via.placeholder.com/150?text=Recipe+70,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
71,Delicious Recipe 71,"[""Soy sauce"", ""Lettuce"", ""Carrots"", ""Dill"", ""Tomato""]","[""Non-Vegetarian"", ""Keto""]",3.8,834,834,72,https://via.placeholder.com/150?text=Recipe+71,Preheat oven to 375°F (190°C). Prepare ingredients by chopping and measuring them. Combine all ingredients in a mixing bowl. Transfer mixture to a baking dish or pan. Bake for 20-30 minutes until golden and cooked through.
72,Delicious Recipe 72,"[""Cream"", ""Chicken"", ""Sugar"", ""Ginger"", ""Butter"", ""Cream"", ""Carrots"", ""Cabbage slaw"", ""Dill"", ""Pasta""]","[""Non-Vegetarian"", ""Vegan""]",4.3,480,501,29,https://via.placeholder.com/150?text=Recipe+72,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
73,Delicious Recipe 73,"[""Salmon fillet"", ""Asparagus"", ""Zucchini"", ""Pasta"", ""Asparagus"", ""Garlic""]","[""Vegan"", ""Non-Vegetarian""]",3.3,727,764,55,https://via.placeholder.com/150?text=Recipe+73,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
74,Delicious Recipe 74,"[""Potato"", ""Soy sauce"", ""Lettuce"", ""Lettuce"", ""Pepper"", ""Garlic"", ""Butter"", ""Garlic"", ""Butter"", ""Tomato""]","[""Vegetarian""]",3.7,847,569,40,https://via.placeholder.com/150?text=Recipe+74,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
75,Delicious Recipe 75,"[""Chocolate chips"", ""Bell peppers"", ""Beef"", ""Lettuce"", ""Lamb"", ""Cabbage slaw""]","[""Vegan"", ""Low-Carb""]",3.8,686,488,39,https://via.placeholder.com/150?text=Recipe+75,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
76,Delicious Recipe 76,"[""Soy sauce"", ""Cream"", ""Mushrooms"", ""Cherry Tomatoes"", ""Broccoli""]","[""Vegan"", ""Low-Carb""]",4.2,29,588,25,https://via.placeholder.com/150?text=Recipe+76,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
77,Delicious Recipe 77,"[""Turkey"", ""Egg"", ""Flour"", ""Basil"", ""Beef strips"", ""Ginger"", ""Mushrooms"", ""Spinach"", ""Salt"", ""Bread""]","[""Low-Carb""]",3.4,864,241,90,https://via.placeholder.com/150?text=Recipe+77,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
78,Delicious Recipe 78,"[""Milk"", ""Fish"", ""Carrots"", ""Olive oil"", ""Cherry tomatoes"", ""Beef strips"", ""Chicken""]","[""Non-Vegetarian""]",4.6,973,427,76,https://via.placeholder.com/150?text=Recipe+78,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
79,Delicious Recipe 79,"[""Lime"", ""Zucchini"", ""Bread"", ""Spinach"", ""Cream"", ""Herbs"", ""Milk""]","[""Low-Carb"", ""Non-Vegetarian""]",3.0,69,507,43,https://via.placeholder.com/150?text=Recipe+79,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
80,Delicious Recipe 80,"[""Oregano"", ""Spinach"", ""Bell Pepper"", ""Lettuce"", ""Carrots"", ""Cherry Tomatoes"", ""Basil"", ""Chocolate chips""]","[""Keto""]",3.2,570,388,82,https://via.placeholder.com/150?text=Recipe+80,Preheat oven to 375°F (190°C). Prepare ingredients by chopping and measuring them. Combine all ingredients in a mixing bowl. Transfer mixture to a baking dish or pan. Bake for 20-30 minutes until golden and cooked through.
81,Delicious Recipe 81,"[""Potato"", ""Tortillas"", ""Onion"", ""Soy sauce"", ""Asparagus"", ""Pasta"", ""Egg"", ""Broccoli"", ""Lettuce"", ""Chocolate chips""]","[""Gluten-Free""]",3.3,85,797,11,https://via.placeholder.com/150?text=Recipe+81,"Boil water in a pot and prepare any gluten-free grains or pasta. In a separate pan, cook vegetables and/or meat. Mix everything together in a large bowl. Add sauces or seasoning as desired. Serve immediately."
82,Delicious Recipe 82,"[""Soy sauce"", ""Chicken"", ""Lemon"", ""Dill"", ""Beef"", ""Basil"", ""Fish"", ""Mushrooms"", ""Soy sauce""]","[""Vegetarian""]",3.8,963,524,78,https://via.placeholder.com/150?text=Recipe+82,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
83,Delicious Recipe 83,"[""Cherry Tomatoes"", ""Cheese"", ""Garlic"", ""White fish"", ""Parmesan"", ""Chicken"", ""Flour""]","[""Low-Carb"", ""Vegetarian""]",3.3,33,425,35,https://via.placeholder.com/150?text=Recipe+83,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
84,Delicious Recipe 84,"[""Cream"", ""Ginger"", ""Onion"", ""White fish"", ""Rice"", ""Flour"", ""Zucchini"", ""Pasta"", ""Cherry tomatoes""]","[""Gluten-Free"", ""Vegan""]",3.1,131,623,86,https://via.placeholder.com/150?text=Recipe+84,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
85,Delicious Recipe 85,"[""Cucumber"", ""Lettuce"", ""Bell peppers"", ""Vanilla extract"", ""Soy sauce"", ""Salmon fillet"", ""Sugar"", ""Cabbage slaw"", ""Cherry Tomatoes"", ""Cabbage""]","[""Keto"", ""Vegan""]",3.7,256,237,61,https://via.placeholder.com/150?text=Recipe+85,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
86,Delicious Recipe 86,"[""Tomatoes"", ""Ginger"", ""Pepper"", ""Paprika"", ""Butter"", ""Cabbage slaw""]","[""Gluten-Free"", ""Non-Vegetarian""]",4.3,290,481,36,https://via.placeholder.com/150?text=Recipe+86,"Boil water in a pot and prepare any gluten-free grains or pasta. In a separate pan, cook vegetables and/or meat. Mix everything together in a large bowl. Add sauces or seasoning as desired. Serve immediately."
87,Delicious Recipe 87,"[""Cherry tomatoes"", ""Broccoli"", ""Beef strips"", ""Broccoli"", ""Lemon"", ""Bell peppers"", ""Tomatoes"", ""Potato""]","[""Gluten-Free""]",3.6,217,217,66,https://via.placeholder.com/150?text=Recipe+87,"Boil water in a pot and prepare any gluten-free grains or pasta. In a separate pan, cook vegetables and/or meat. Mix everything together in a large bowl. Add sauces or seasoning as desired. Serve immediately."
88,Delicious Recipe 88,"[""White fish"", ""Pork"", ""Cheese"", ""Flour"", ""Cumin"", ""Salmon fillet""]","[""Low-Carb"", ""Vegan""]",3.4,100,792,45,https://via.placeholder.com/150?text=Recipe+88,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
89,Delicious Recipe 89,"[""Asparagus"", ""Rice"", ""Asparagus"", ""Onion"", ""Olive oil"", ""Beef"", ""Herbs"", ""Chicken breast""]","[""Gluten-Free"", ""Non-Vegetarian""]",4.0,607,555,59,https://via.placeholder.com/150?text=Recipe+89,"Boil water in a pot and prepare any gluten-free grains or pasta. In a separate pan, cook vegetables and/or meat. Mix everything together in a large bowl. Add sauces or seasoning as desired. Serve immediately."
90,Delicious Recipe 90,"[""Fish"", ""Tortillas"", ""Lettuce"", ""Carrots"", ""Broccoli"", ""Mushroom"", ""Rice"", ""Pepper"", ""White fish""]","[""Vegan"", ""Non-Vegetarian""]",4.3,558,777,85,https://via.placeholder.com/150?text=Recipe+90,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
91,Delicious Recipe 91,"[""Olive oil"", ""Chicken"", ""Turkey"", ""Lamb"", ""Mushroom"", ""Potato"", ""Cabbage slaw""]","[""Vegetarian""]",4.4,324,662,41,https://via.placeholder.com/150?text=Recipe+91,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
92,Delicious Recipe 92,"[""Butter"", ""Sugar"", ""Cumin"", ""Lettuce"", ""Mushrooms"", ""Chicken breast"", ""Chocolate chips"", ""Carrots"", ""Asparagus""]","[""Keto"", ""Non-Vegetarian""]",3.6,594,284,36,https://via.placeholder.com/150?text=Recipe+92,Preheat oven to 375°F (190°C). Prepare ingredients by chopping and measuring them. Combine all ingredients in a mixing bowl. Transfer mixture to a baking dish or pan. Bake for 20-30 minutes until golden and cooked through.
93,Delicious Recipe 93,"[""Avocado"", ""Potato"", ""White fish"", ""Lettuce"", ""Beef strips"", ""Dill"", ""Tomato""]","[""Gluten-Free""]",4.9,649,208,36,https://via.placeholder.com/150?text=Recipe+93,"Boil water in a pot and prepare any gluten-free grains or pasta. In a separate pan, cook vegetables and/or meat. Mix everything together in a large bowl. Add sauces or seasoning as desired. Serve immediately."
94,Delicious Recipe 94,"[""Dill"", ""Bread"", ""Cumin"", ""Cabbage slaw"", ""Cheese"", ""Onion""]","[""Non-Vegetarian""]",3.3,452,221,88,https://via.placeholder.com/150?text=Recipe+94,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
95,Delicious Recipe 95,"[""Beef strips"", ""Olive oil"", ""Chocolate chips"", ""Ginger"", ""Chicken"", ""Flour"", ""Dill""]","[""Low-Carb""]",3.5,341,442,78,https://via.placeholder.com/150?text=Recipe+95,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
96,Delicious Recipe 96,"[""Cabbage"", ""Rice"", ""Sugar"", ""Basil"", ""Lime"", ""Sugar""]","[""Gluten-Free""]",3.4,950,536,52,https://via.placeholder.com/150?text=Recipe+96,"Boil water in a pot and prepare any gluten-free grains or pasta. In a separate pan, cook vegetables and/or meat. Mix everything together in a large bowl. Add sauces or seasoning as desired. Serve immediately."
97,Delicious Recipe 97,"[""Ginger"", ""Fish"", ""Pasta"", ""Milk"", ""Herbs"", ""Broccoli"", ""Bell peppers"", ""Chicken"", ""Garlic""]","[""Low-Carb""]",4.3,297,719,69,https://via.placeholder.com/150?text=Recipe+97,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
98,Delicious Recipe 98,"[""Salt"", ""Lettuce"", ""Cherry tomatoes"", ""Spinach"", ""Carrot"", ""Potato"", ""Tomatoes""]","[""Non-Vegetarian""]",4.2,179,776,76,https://via.placeholder.com/150?text=Recipe+98,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
99,Delicious Recipe 99,"[""Cheese"", ""Parmesan"", ""Vanilla extract"", ""Lettuce"", ""Lamb"", ""Flour""]","[""Low-Carb""]",3.5,252,603,58,https://via.placeholder.com/150?text=Recipe+99,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
100,Delicious Recipe 100,"[""Butter"", ""Sugar"", ""Cucumber"", ""Paprika"", ""Cream""]","[""Low-Carb""]",3.2,473,362,51,https://via.placeholder.com/150?text=Recipe+100,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
101,Delicious Recipe 101,"[""Beef"", ""Cherry tomatoes"", ""Cucumber"", ""Salmon fillet"", ""Parmesan"", ""Tomatoes""]","[""Vegetarian"", ""Vegan""]",3.7,510,710,11,https://via.placeholder.com/150?text=Recipe+101,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
102,Delicious Recipe 102,"[""Garlic"", ""Mushrooms"", ""Herbs"", ""Soy sauce"", ""Oregano"", ""Lemon"", ""Spinach"", ""Lamb"", ""Cream""]","[""Gluten-Free"", ""Vegan""]",3.9,241,731,28,https://via.placeholder.com/150?text=Recipe+102,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
103,Delicious Recipe 103,"[""Lime"", ""Vanilla extract"", ""Cherry tomatoes"", ""Cabbage slaw"", ""Salmon fillet"", ""Cherry Tomatoes"", ""Mushrooms"", ""Onion""]","[""Low-Carb""]",4.6,844,368,66,https://via.placeholder.com/150?text=Recipe+103,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
104,Delicious Recipe 104,"[""Garlic"", ""Oregano"", ""Paprika"", ""Milk"", ""Cherry Tomatoes"", ""Mushrooms"", ""Cucumber"", ""Cherry tomatoes""]","[""Low-Carb"", ""Vegetarian""]",3.7,589,372,55,https://via.placeholder.com/150?text=Recipe+104,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
105,Delicious Recipe 105,"[""Ginger"", ""Parmesan"", ""Ginger"", ""Milk"", ""Mushroom"", ""Broccoli""]","[""Vegan"", ""Gluten-Free""]",4.1,625,211,37,https://via.placeholder.com/150?text=Recipe+105,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
106,Delicious Recipe 106,"[""Zucchini"", ""White fish"", ""Lime"", ""Asparagus"", ""Chocolate chips"", ""Cream"", ""Yogurt"", ""Chicken breast"", ""Ginger""]","[""Non-Vegetarian""]",4.5,389,444,30,https://via.placeholder.com/150?text=Recipe+106,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
107,Delicious Recipe 107,"[""Beef"", ""Tortillas"", ""Chocolate chips"", ""Vanilla extract"", ""White fish""]","[""Keto""]",4.7,114,525,90,https://via.placeholder.com/150?text=Recipe+107,Preheat oven to 375°F (190°C). Prepare ingredients by chopping and measuring them. Combine all ingredients in a mixing bowl. Transfer mixture to a baking dish or pan. Bake for 20-30 minutes until golden and cooked through.
108,Delicious Recipe 108,"[""Cucumber"", ""Garlic"", ""Basil"", ""Dill"", ""Cream"", ""Oregano"", ""Lettuce"", ""Cherry tomatoes""]","[""Gluten-Free""]",3.4,980,718,40,https://via.placeholder.com/150?text=Recipe+108,"Boil water in a pot and prepare any gluten-free grains or pasta. In a separate pan, cook vegetables and/or meat. Mix everything together in a large bowl. Add sauces or seasoning as desired. Serve immediately."
109,Delicious Recipe 109,"[""Pork"", ""Pepper"", ""Rice"", ""Carrots"", ""Mushrooms"", ""Salmon fillet"", ""Soy sauce"", ""Potato""]","[""Low-Carb""]",4.9,565,672,63,https://via.placeholder.com/150?text=Recipe+109,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
110,Delicious Recipe 110,"[""Bell Pepper"", ""Oregano"", ""White fish"", ""Tortillas"", ""Chicken"", ""Sugar"", ""Tortillas""]","[""Low-Carb""]",4.1,888,742,88,https://via.placeholder.com/150?text=Recipe+110,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
111,Delicious Recipe 111,"[""Chocolate chips"", ""Soy sauce"", ""Avocado"", ""Ginger"", ""Tomato"", ""Milk""]","[""Non-Vegetarian"", ""Keto""]",4.9,914,720,27,https://via.placeholder.com/150?text=Recipe+111,Preheat oven to 375°F (190°C). Prepare ingredients by chopping and measuring them. Combine all ingredients in a mixing bowl. Transfer mixture to a baking dish or pan. Bake for 20-30 minutes until golden and cooked through.
112,Delicious Recipe 112,"[""Salmon fillet"", ""Cumin"", ""Fish"", ""Lemon"", ""Yogurt"", ""Avocado"", ""Dill"", ""Dill""]","[""Keto""]",5.0,74,618,79,https://via.placeholder.com/150?text=Recipe+112,Preheat oven to 375°F (190°C). Prepare ingredients by chopping and measuring them. Combine all ingredients in a mixing bowl. Transfer mixture to a baking dish or pan. Bake for 20-30 minutes until golden and cooked through.
113,Delicious Recipe 113,"[""Herbs"", ""Asparagus"", ""Lettuce"", ""Cream"", ""Butter"", ""Dill""]","[""Keto"", ""Vegetarian""]",4.5,430,552,13,https://via.placeholder.com/150?text=Recipe+113,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
114,Delicious Recipe 114,"[""Cucumber"", ""Chocolate chips"", ""White fish"", ""Ginger"", ""Butter"", ""Pork"", ""Avocado"", ""Onion"", ""Cherry Tomatoes""]","[""Vegetarian"", ""Vegan""]",4.4,88,289,83,https://via.placeholder.com/150?text=Recipe+114,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
115,Delicious Recipe 115,"[""Paprika"", ""Salmon fillet"", ""Bread"", ""Broccoli"", ""Lemon"", ""Fish""]","[""Vegetarian""]",3.1,263,858,64,https://via.placeholder.com/150?text=Recipe+115,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
116,Delicious Recipe 116,"[""Oregano"", ""Potato"", ""Tomatoes"", ""Onion"", ""Cucumber"", ""Milk"", ""Sugar"", ""Carrots"", ""Egg""]","[""Low-Carb"", ""Vegetarian""]",3.4,323,362,52,https://via.placeholder.com/150?text=Recipe+116,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
117,Delicious Recipe 117,"[""Chocolate chips"", ""Beef strips"", ""Chocolate chips"", ""Olive oil"", ""Onion"", ""Zucchini""]","[""Vegan"", ""Gluten-Free""]",3.9,631,667,49,https://via.placeholder.com/150?text=Recipe+117,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
118,Delicious Recipe 118,"[""Lettuce"", ""Butter"", ""Turkey"", ""Tomatoes"", ""Asparagus""]","[""Low-Carb"", ""Non-Vegetarian""]",3.8,729,403,38,https://via.placeholder.com/150?text=Recipe+118,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
119,Delicious Recipe 119,"[""Cherry tomatoes"", ""Pasta"", ""Cucumber"", ""Cream"", ""Asparagus"", ""Sugar"", ""Parmesan"", ""Broccoli"", ""Butter""]","[""Keto"", ""Gluten-Free""]",3.4,553,344,87,https://via.placeholder.com/150?text=Recipe+119,Preheat oven to 375°F (190°C). Prepare ingredients by chopping and measuring them. Combine all ingredients in a mixing bowl. Transfer mixture to a baking dish or pan. Bake for 20-30 minutes until golden and cooked through.
120,Delicious Recipe 120,"[""Cherry tomatoes"", ""Olive oil"", ""Vanilla extract"", ""Butter"", ""Zucchini""]","[""Gluten-Free""]",3.9,427,351,67,https://via.placeholder.com/150?text=Recipe+120,"Boil water in a pot and prepare any gluten-free grains or pasta. In a separate pan, cook vegetables and/or meat. Mix everything together in a large bowl. Add sauces or seasoning as desired. Serve immediately."
121,Delicious Recipe 121,"[""Chocolate chips"", ""Turkey"", ""Cumin"", ""Tortillas"", ""Parmesan"", ""Carrot""]","[""Low-Carb"", ""Non-Vegetarian""]",5.0,151,480,17,https://via.placeholder.com/150?text=Recipe+121,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
122,Delicious Recipe 122,"[""Tortillas"", ""Herbs"", ""Chocolate chips"", ""Mushroom"", ""Butter""]","[""Vegetarian""]",4.2,656,517,58,https://via.placeholder.com/150?text=Recipe+122,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
123,Delicious Recipe 123,"[""Cumin"", ""Broccoli"", ""Egg"", ""Zucchini"", ""Lamb""]","[""Non-Vegetarian""]",4.5,434,849,60,https://via.placeholder.com/150?text=Recipe+123,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
124,Delicious Recipe 124,"[""Mushrooms"", ""Paprika"", ""Vanilla extract"", ""Tortillas"", ""Potato""]","[""Vegetarian""]",3.5,937,762,63,https://via.placeholder.com/150?text=Recipe+124,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
125,Delicious Recipe 125,"[""Sugar"", ""Lettuce"", ""Ginger"", ""Asparagus"", ""Olive oil"", ""Salt"", ""Garlic"", ""Cherry Tomatoes"", ""Cabbage slaw"", ""Tomato""]","[""Vegan""]",4.7,163,271,67,https://via.placeholder.com/150?text=Recipe+125,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
126,Delicious Recipe 126,"[""Cucumber"", ""Salmon fillet"", ""Bell Pepper"", ""Mushrooms"", ""Chicken breast"", ""Chocolate chips"", ""Cream""]","[""Keto"", ""Non-Vegetarian""]",3.9,912,808,26,https://via.placeholder.com/150?text=Recipe+126,Preheat oven to 375°F (190°C). Prepare ingredients by chopping and measuring them. Combine all ingredients in a mixing bowl. Transfer mixture to a baking dish or pan. Bake for 20-30 minutes until golden and cooked through.
127,Delicious Recipe 127,"[""Carrot"", ""Butter"", ""Lime"", ""Cream"", ""Ginger"", ""Potato"", ""Tomato"", ""Beef strips""]","[""Keto""]",5.0,536,889,27,https://via.placeholder.com/150?text=Recipe+127,Preheat oven to 375°F (190°C). Prepare ingredients by chopping and measuring them. Combine all ingredients in a mixing bowl. Transfer mixture to a baking dish or pan. Bake for 20-30 minutes until golden and cooked through.
128,Delicious Recipe 128,"[""Lime"", ""Carrots"", ""Cherry tomatoes"", ""Mushroom"", ""Lettuce"", ""Mushrooms"", ""Salmon fillet"", ""Chicken breast"", ""Pork""]","[""Vegetarian""]",4.1,280,433,13,https://via.placeholder.com/150?text=Recipe+128,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
129,Delicious Recipe 129,"[""Garlic"", ""Flour"", ""Cream"", ""Lamb"", ""Flour"", ""Mushroom"", ""Lettuce"", ""Cabbage slaw""]","[""Non-Vegetarian"", ""Gluten-Free""]",4.9,34,404,60,https://via.placeholder.com/150?text=Recipe+129,"Boil water in a pot and prepare any gluten-free grains or pasta. In a separate pan, cook vegetables and/or meat. Mix everything together in a large bowl. Add sauces or seasoning as desired. Serve immediately."
130,Delicious Recipe 130,"[""Cucumber"", ""Tomato"", ""Dill"", ""Tomatoes"", ""Lemon"", ""Cream"", ""Lettuce"", ""Chicken"", ""Chocolate chips"", ""Cumin""]","[""Low-Carb""]",4.1,303,627,32,https://via.placeholder.com/150?text=Recipe+130,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
131,Delicious Recipe 131,"[""Lime"", ""Soy sauce"", ""Butter"", ""Cabbage slaw"", ""Sugar"", ""White fish"", ""Carrot"", ""Broccoli"", ""Zucchini"", ""Asparagus""]","[""Keto"", ""Gluten-Free""]",3.9,355,285,61,https://via.placeholder.com/150?text=Recipe+131,Preheat oven to 375°F (190°C). Prepare ingredients by chopping and measuring them. Combine all ingredients in a mixing bowl. Transfer mixture to a baking dish or pan. Bake for 20-30 minutes until golden and cooked through.
132,Delicious Recipe 132,"[""Carrots"", ""Cabbage"", ""Milk"", ""Bell peppers"", ""Cherry Tomatoes"", ""Salmon fillet"", ""Chicken"", ""Bread"", ""Herbs"", ""Tomato""]","[""Gluten-Free""]",4.2,664,812,14,https://via.placeholder.com/150?text=Recipe+132,"Boil water in a pot and prepare any gluten-free grains or pasta. In a separate pan, cook vegetables and/or meat. Mix everything together in a large bowl. Add sauces or seasoning as desired. Serve immediately."
133,Delicious Recipe 133,"[""Cumin"", ""Bread"", ""Ginger"", ""Broccoli"", ""Ginger"", ""Potato""]","[""Low-Carb""]",4.4,856,616,48,https://via.placeholder.com/150?text=Recipe+133,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
134,Delicious Recipe 134,"[""Potato"", ""Cabbage"", ""Cabbage slaw"", ""Cucumber"", ""Onion"", ""Bell Pepper"", ""Herbs"", ""Beef strips"", ""Chocolate chips"", ""Zucchini""]","[""Gluten-Free""]",3.3,33,288,36,https://via.placeholder.com/150?text=Recipe+134,"Boil water in a pot and prepare any gluten-free grains or pasta. In a separate pan, cook vegetables and/or meat. Mix everything together in a large bowl. Add sauces or seasoning as desired. Serve immediately."
135,Delicious Recipe 135,"[""Broccoli"", ""Cucumber"", ""Basil"", ""Tomato"", ""Tortillas"", ""Salmon fillet"", ""Cream""]","[""Gluten-Free""]",3.5,867,260,54,https://via.placeholder.com/150?text=Recipe+135,"Boil water in a pot and prepare any gluten-free grains or pasta. In a separate pan, cook vegetables and/or meat. Mix everything together in a large bowl. Add sauces or seasoning as desired. Serve immediately."
136,Delicious Recipe 136,"[""Cabbage"", ""Oregano"", ""Parmesan"", ""Broccoli"", ""Mushroom"", ""Lime"", ""Lettuce"", ""Lemon"", ""Pepper""]","[""Vegetarian""]",3.7,756,210,89,https://via.placeholder.com/150?text=Recipe+136,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
137,Delicious Recipe 137,"[""Zucchini"", ""Yogurt"", ""Lemon"", ""Bell peppers"", ""Cream"", ""Butter"", ""Chicken"", ""Beef strips"", ""Pepper"", ""Mushroom""]","[""Vegetarian"", ""Gluten-Free""]",3.6,164,209,29,https://via.placeholder.com/150?text=Recipe+137,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
